Frame Number, File Size (bytes), File Size (kB)
422, 297703, 290.72, Left
422, 321999, 314.45, Right
423, 294257, 287.36, Left
423, 321034, 313.50, Right
424, 289083, 282.30, Left
424, 317007, 309.57, Right
425, 278664, 272.13, Left
425, 301507, 294.44, Right
426, 266979, 260.72, Left
426, 282723, 276.09, Right
427, 284564, 277.89, Left
427, 301958, 294.88, Right
428, 290166, 283.36, Left
428, 315506, 308.11, Right
429, 299143, 292.13, Left
429, 314267, 306.90, Right
430, 268984, 262.67, Left
430, 293585, 286.70, Right
431, 279097, 272.55, Left
431, 292343, 285.49, Right
432, 286680, 279.96, Left
432, 313299, 305.95, Right
433, 288312, 281.55, Left
433, 315246, 307.85, Right
434, 286899, 280.17, Left
434, 317159, 309.72, Right
435, 275419, 268.96, Left
435, 302087, 295.00, Right
436, 271751, 265.38, Left
436, 289151, 282.37, Right
437, 295811, 288.87, Left
437, 323007, 315.43, Right
440, 299485, 292.46, Left
440, 323571, 315.98, Right
441, 293879, 286.99, Left
441, 325705, 318.07, Right
442, 277722, 271.21, Left
442, 311388, 304.08, Right
443, 261397, 255.27, Left
443, 286100, 279.39, Right
444, 265188, 258.97, Left
444, 280926, 274.34, Right
445, 296174, 289.23, Left
445, 324838, 317.22, Right
446, 282945, 276.31, Left
446, 306395, 299.21, Right
447, 273038, 266.63, Left
447, 287682, 280.93, Right
448, 248142, 242.32, Left
448, 260045, 253.95, Right
449, 241285, 235.62, Left
449, 264399, 258.20, Right
450, 236037, 230.50, Left
450, 255481, 249.49, Right
451, 236086, 230.55, Left
451, 248904, 243.07, Right
452, 251074, 245.18, Left
452, 268055, 261.77, Right
453, 235693, 230.16, Left
453, 253267, 247.33, Right
454, 228283, 222.93, Left
454, 242574, 236.88, Right
455, 265430, 259.20, Left
455, 287609, 280.86, Right
456, 277212, 270.71, Left
456, 307527, 300.31, Right
457, 270157, 263.82, Left
457, 279963, 273.40, Right
458, 244041, 238.32, Left
458, 261251, 255.12, Right
459, 246621, 240.84, Left
459, 258553, 252.49, Right
460, 254064, 248.10, Left
460, 258633, 252.57, Right
461, 251910, 246.00, Left
461, 268452, 262.16, Right
462, 258784, 252.71, Left
462, 266683, 260.43, Right
463, 247262, 241.46, Left
463, 251492, 245.59, Right
464, 247028, 241.23, Left
464, 252392, 246.47, Right
465, 241651, 235.98, Left
465, 247356, 241.55, Right
466, 236983, 231.42, Left
466, 233623, 228.14, Right
467, 231771, 226.33, Left
467, 230074, 224.68, Right
468, 224406, 219.14, Left
468, 227018, 221.69, Right
469, 224705, 219.43, Left
469, 229664, 224.28, Right
470, 220830, 215.65, Left
470, 227481, 222.14, Right
471, 218730, 213.60, Left
471, 225937, 220.64, Right
472, 224791, 219.52, Left
472, 233040, 227.57, Right
473, 231386, 225.96, Left
473, 239862, 234.24, Right
474, 236338, 230.79, Left
474, 248129, 242.31, Right
475, 246650, 240.86, Left
475, 259623, 253.53, Right
476, 241135, 235.48, Left
476, 251989, 246.08, Right
477, 237397, 231.83, Left
477, 248537, 242.71, Right
478, 225096, 219.82, Left
478, 237326, 231.76, Right
479, 218397, 213.27, Left
479, 218409, 213.29, Right
480, 240413, 234.77, Left
480, 247308, 241.51, Right
481, 238997, 233.39, Left
481, 256709, 250.69, Right
482, 233983, 228.49, Left
482, 240171, 234.54, Right
483, 236907, 231.35, Left
483, 245807, 240.04, Right
484, 237695, 232.12, Left
484, 259214, 253.13, Right
485, 253513, 247.57, Left
485, 258349, 252.29, Right
486, 253442, 247.50, Left
486, 270498, 264.15, Right
487, 257156, 251.12, Left
487, 274281, 267.85, Right
488, 244024, 238.30, Left
488, 254675, 248.70, Right
489, 248261, 242.44, Left
489, 259394, 253.31, Right
490, 256614, 250.59, Left
490, 266136, 259.89, Right
491, 242656, 236.96, Left
491, 253018, 247.08, Right
492, 240191, 234.56, Left
492, 248865, 243.03, Right
493, 239681, 234.06, Left
493, 245536, 239.78, Right
494, 230213, 224.81, Left
494, 233819, 228.33, Right
495, 242691, 237.00, Left
495, 245393, 239.64, Right
496, 256518, 250.50, Left
496, 252142, 246.23, Right
497, 254479, 248.51, Left
497, 272480, 266.09, Right
498, 282662, 276.03, Left
498, 292020, 285.17, Right
499, 308492, 301.26, Left
499, 322419, 314.86, Right
500, 309387, 302.13, Left
500, 315957, 308.55, Right
501, 295842, 288.90, Left
501, 317679, 310.23, Right
502, 311906, 304.59, Left
502, 314292, 306.92, Right
503, 277428, 270.92, Left
503, 287890, 281.14, Right
504, 256561, 250.54, Left
504, 262464, 256.31, Right
505, 276044, 269.57, Left
505, 282322, 275.70, Right
506, 258238, 252.18, Left
506, 278418, 271.89, Right
507, 260467, 254.36, Left
507, 265880, 259.64, Right
508, 269759, 263.43, Left
508, 279604, 273.05, Right
509, 261544, 255.41, Left
509, 269309, 262.99, Right
510, 269070, 262.76, Left
510, 286104, 279.39, Right
511, 267421, 261.15, Left
511, 305833, 298.66, Right
512, 283272, 276.63, Left
512, 306402, 299.22, Right
513, 282703, 276.07, Left
513, 299475, 292.45, Right
514, 284043, 277.38, Left
514, 300010, 292.97, Right
515, 302754, 295.65, Left
515, 319350, 311.86, Right
516, 319014, 311.53, Left
516, 335841, 327.96, Right
517, 289430, 282.64, Left
517, 298707, 291.70, Right
518, 290992, 284.17, Left
518, 308045, 300.82, Right
519, 292206, 285.35, Left
519, 293553, 286.67, Right
520, 289366, 282.58, Left
520, 311462, 304.16, Right
521, 301607, 294.53, Left
521, 313654, 306.30, Right
522, 315691, 308.29, Left
522, 327818, 320.13, Right
523, 315165, 307.77, Left
523, 343174, 335.13, Right
524, 309635, 302.37, Left
524, 326408, 318.75, Right
525, 331189, 323.42, Left
525, 343489, 335.43, Right
526, 326654, 318.99, Left
526, 344429, 336.35, Right
527, 299028, 292.01, Left
527, 319398, 311.91, Right
528, 264565, 258.36, Left
528, 275663, 269.20, Right
529, 268561, 262.26, Left
529, 281378, 274.78, Right
530, 256258, 250.25, Left
530, 271480, 265.11, Right
531, 245221, 239.47, Left
531, 258923, 252.85, Right
532, 249111, 243.27, Left
532, 258011, 251.96, Right
533, 243624, 237.91, Left
533, 246856, 241.07, Right
534, 235518, 229.99, Left
534, 248434, 242.61, Right
535, 246135, 240.36, Left
535, 258603, 252.54, Right
536, 245034, 239.29, Left
536, 256897, 250.87, Right
537, 241147, 235.49, Left
537, 254313, 248.35, Right
538, 258253, 252.20, Left
538, 270265, 263.93, Right
539, 256184, 250.17, Left
539, 257556, 251.51, Right
540, 247207, 241.41, Left
540, 270784, 264.43, Right
541, 257722, 251.68, Left
541, 258500, 252.44, Right
542, 252067, 246.15, Left
542, 279379, 272.83, Right
543, 263877, 257.69, Left
543, 275102, 268.65, Right
544, 270856, 264.50, Left
544, 291418, 284.58, Right
545, 279910, 273.34, Left
545, 299544, 292.52, Right
546, 302056, 294.97, Left
546, 309668, 302.41, Right
547, 291602, 284.76, Left
547, 305160, 298.00, Right
550, 346105, 337.99, Left
550, 360070, 351.63, Right
551, 340673, 332.68, Left
551, 356418, 348.06, Right
552, 328483, 320.78, Left
552, 338472, 330.53, Right
553, 336927, 329.03, Left
553, 352623, 344.35, Right
555, 352310, 344.05, Left
555, 367007, 358.40, Right
556, 359370, 350.94, Left
556, 372253, 363.52, Right
560, 351420, 343.18, Left
560, 366899, 358.29, Right
561, 340847, 332.85, Left
561, 354347, 346.04, Right
562, 325662, 318.02, Left
562, 321599, 314.06, Right
563, 290836, 284.01, Left
563, 297873, 290.89, Right
564, 284572, 277.90, Left
564, 291256, 284.42, Right
565, 266410, 260.16, Left
565, 272969, 266.57, Right
566, 255255, 249.27, Left
566, 261096, 254.97, Right
567, 249291, 243.44, Left
567, 252295, 246.38, Right
568, 282272, 275.65, Left
568, 291623, 284.78, Right
569, 307132, 299.93, Left
569, 312449, 305.12, Right
570, 287733, 280.98, Left
570, 310344, 303.07, Right
571, 270757, 264.41, Left
571, 266185, 259.94, Right
572, 263640, 257.46, Left
572, 271057, 264.70, Right
573, 267571, 261.29, Left
573, 275711, 269.24, Right
574, 254146, 248.18, Left
574, 255266, 249.28, Right
575, 328674, 320.97, Left
575, 346524, 338.40, Right
576, 311262, 303.96, Left
576, 327341, 319.66, Right
577, 347015, 338.88, Left
577, 365649, 357.07, Right
578, 327038, 319.37, Left
578, 345270, 337.17, Right
579, 319814, 312.31, Left
579, 324634, 317.02, Right
580, 318860, 311.38, Left
580, 345103, 337.01, Right
581, 352483, 344.22, Left
581, 368046, 359.41, Right
582, 344898, 336.81, Left
582, 358662, 350.25, Right
583, 344145, 336.07, Left
583, 348832, 340.65, Right
584, 348418, 340.25, Left
584, 360209, 351.76, Right
585, 340594, 332.61, Left
585, 357357, 348.98, Right
586, 313516, 306.16, Left
586, 332362, 324.57, Right
587, 314727, 307.35, Left
587, 331106, 323.34, Right
589, 293368, 286.49, Left
589, 308463, 301.23, Right
593, 304289, 297.15, Left
593, 330960, 323.20, Right
597, 318389, 310.92, Left
597, 334099, 326.26, Right
601, 336356, 328.47, Left
601, 353806, 345.51, Right
606, 356865, 348.50, Left
606, 373637, 364.87, Right
610, 342668, 334.63, Left
610, 357037, 348.66, Right
614, 323137, 315.56, Left
614, 333749, 325.92, Right
618, 287897, 281.14, Left
618, 293519, 286.63, Right
622, 281245, 274.65, Left
622, 284656, 277.98, Right
626, 266905, 260.64, Left
626, 270358, 264.02, Right
630, 270674, 264.33, Left
630, 282026, 275.41, Right
634, 337366, 329.45, Left
634, 357644, 349.26, Right
638, 341468, 333.46, Left
638, 358453, 350.05, Right
642, 366852, 358.25, Left
642, 386413, 377.35, Right
643, 364345, 355.80, Left
643, 395152, 385.89, Right
647, 383264, 374.28, Left
647, 398157, 388.82, Right
648, 395215, 385.95, Left
648, 406843, 397.30, Right
649, 347753, 339.60, Left
649, 365862, 357.28, Right
650, 330304, 322.56, Left
650, 345840, 337.73, Right
651, 281470, 274.87, Left
651, 292743, 285.88, Right
652, 262067, 255.92, Left
652, 273298, 266.89, Right
653, 268641, 262.34, Left
653, 281756, 275.15, Right
654, 280599, 274.02, Left
654, 285176, 278.49, Right
655, 261229, 255.10, Left
655, 265532, 259.30, Right
656, 274551, 268.11, Left
656, 281692, 275.08, Right
657, 278491, 271.96, Left
657, 288531, 281.76, Right
658, 279263, 272.71, Left
658, 294056, 287.16, Right
659, 293706, 286.82, Left
659, 311180, 303.88, Right
662, 345273, 337.18, Left
662, 366545, 357.95, Right
663, 340735, 332.74, Left
663, 376009, 367.19, Right
664, 323946, 316.35, Left
664, 360289, 351.84, Right
665, 288795, 282.02, Left
665, 308416, 301.18, Right
666, 305244, 298.08, Left
666, 323201, 315.62, Right
667, 313482, 306.13, Left
667, 334203, 326.37, Right
668, 318048, 310.59, Left
668, 348145, 339.98, Right
669, 294640, 287.73, Left
669, 329645, 321.91, Right
670, 306137, 298.96, Left
670, 328116, 320.42, Right
671, 280358, 273.78, Left
671, 298811, 291.80, Right
672, 299674, 292.65, Left
672, 318292, 310.83, Right
673, 327539, 319.86, Left
673, 350904, 342.67, Right
674, 344392, 336.32, Left
674, 359888, 351.45, Right
675, 347613, 339.46, Left
675, 375477, 366.67, Right
676, 353762, 345.47, Left
676, 383107, 374.12, Right
677, 354018, 345.72, Left
677, 379964, 371.05, Right
678, 351189, 342.95, Left
678, 374886, 366.09, Right
679, 329485, 321.76, Left
679, 367534, 358.91, Right
680, 322075, 314.52, Left
680, 327882, 320.19, Right
681, 304263, 297.13, Left
681, 296086, 289.14, Right
682, 262032, 255.89, Left
682, 298850, 291.84, Right
683, 266320, 260.07, Left
683, 264228, 258.03, Right
684, 268501, 262.20, Left
684, 277261, 270.76, Right
685, 270680, 264.33, Left
685, 273893, 267.47, Right
686, 274063, 267.63, Left
686, 292669, 285.80, Right
687, 295480, 288.55, Left
687, 295437, 288.51, Right
688, 300288, 293.25, Left
688, 316108, 308.69, Right
689, 300874, 293.82, Left
689, 321829, 314.28, Right
690, 293149, 286.27, Left
690, 306457, 299.27, Right
691, 277789, 271.27, Left
691, 266951, 260.69, Right
692, 247498, 241.69, Left
692, 251634, 245.73, Right
693, 253623, 247.67, Left
693, 260889, 254.77, Right
694, 251228, 245.33, Left
694, 259651, 253.56, Right
695, 275865, 269.39, Left
695, 279099, 272.55, Right
696, 264505, 258.30, Left
696, 286035, 279.33, Right
697, 271441, 265.07, Left
697, 266104, 259.86, Right
698, 258272, 252.21, Left
698, 265808, 259.57, Right
699, 266910, 260.65, Left
699, 273811, 267.39, Right
700, 248178, 242.36, Left
700, 248620, 242.79, Right
701, 248880, 243.04, Left
701, 254475, 248.51, Right
702, 266171, 259.93, Left
702, 273227, 266.82, Right
703, 283054, 276.41, Left
703, 296854, 289.89, Right
704, 290485, 283.67, Left
704, 293165, 286.29, Right
705, 286576, 279.85, Left
705, 299728, 292.70, Right
706, 271806, 265.43, Left
706, 270242, 263.90, Right
707, 254122, 248.16, Left
707, 269914, 263.58, Right
708, 273945, 267.52, Left
708, 284799, 278.12, Right
709, 272003, 265.62, Left
709, 277015, 270.52, Right
710, 274384, 267.95, Left
710, 283674, 277.02, Right
711, 253585, 247.64, Left
711, 276277, 269.80, Right
712, 275758, 269.29, Left
712, 283105, 276.46, Right
713, 282558, 275.93, Left
713, 287722, 280.97, Right
714, 299875, 292.84, Left
714, 317777, 310.32, Right
715, 321931, 314.38, Left
715, 338962, 331.01, Right
717, 320302, 312.79, Left
717, 346576, 338.45, Right
718, 328618, 320.91, Left
718, 342561, 334.53, Right
720, 317023, 309.59, Left
720, 349580, 341.38, Right
721, 321918, 314.37, Left
721, 347999, 339.84, Right
722, 278500, 271.97, Left
722, 301482, 294.41, Right
723, 285477, 278.78, Left
723, 290008, 283.21, Right
725, 314939, 307.55, Left
725, 347113, 338.97, Right
727, 330264, 322.52, Left
727, 351272, 343.03, Right
730, 330368, 322.62, Left
730, 354452, 346.14, Right
731, 331710, 323.93, Left
731, 353599, 345.31, Right
732, 319211, 311.72, Left
732, 337964, 330.04, Right
733, 287044, 280.31, Left
733, 307720, 300.50, Right
734, 248970, 243.13, Left
734, 272176, 265.79, Right
735, 246267, 240.49, Left
735, 255004, 249.02, Right
736, 251410, 245.51, Left
736, 270894, 264.54, Right
737, 236274, 230.73, Left
737, 264768, 258.56, Right
738, 233320, 227.85, Left
738, 247258, 241.46, Right
739, 246613, 240.83, Left
739, 265599, 259.37, Right
740, 228993, 223.62, Left
740, 242438, 236.75, Right
741, 227032, 221.71, Left
741, 229970, 224.58, Right
742, 202828, 198.07, Left
742, 221795, 216.59, Right
743, 201814, 197.08, Left
743, 221254, 216.06, Right
744, 212017, 207.04, Left
744, 217631, 212.53, Right
745, 207772, 202.90, Left
745, 220838, 215.66, Right
746, 213474, 208.47, Left
746, 223875, 218.62, Right
747, 228732, 223.37, Left
747, 225107, 219.83, Right
748, 222508, 217.29, Left
748, 222921, 217.69, Right
749, 218505, 213.38, Left
749, 228428, 223.07, Right
750, 229154, 223.78, Left
750, 227912, 222.57, Right
751, 241479, 235.81, Left
751, 234966, 229.45, Right
752, 241059, 235.40, Left
752, 251797, 245.89, Right
753, 259578, 253.49, Left
753, 263986, 257.79, Right
754, 265386, 259.16, Left
754, 271271, 264.91, Right
755, 258902, 252.83, Left
755, 270682, 264.33, Right
756, 258969, 252.89, Left
756, 268250, 261.96, Right
757, 243460, 237.75, Left
757, 262022, 255.88, Right
758, 245227, 239.47, Left
758, 249499, 243.65, Right
759, 239221, 233.61, Left
759, 250361, 244.49, Right
760, 239627, 234.01, Left
760, 258166, 252.11, Right
761, 237016, 231.46, Left
761, 268701, 262.40, Right
762, 230191, 224.79, Left
762, 252878, 246.95, Right
763, 218505, 213.38, Left
763, 231113, 225.69, Right
764, 232315, 226.87, Left
764, 230402, 225.00, Right
765, 245695, 239.93, Left
765, 243398, 237.69, Right
766, 243379, 237.67, Left
766, 246804, 241.01, Right
767, 244690, 238.95, Left
767, 237959, 232.38, Right
768, 246582, 240.80, Left
768, 245982, 240.21, Right
769, 247199, 241.40, Left
769, 250431, 244.56, Right
770, 247821, 242.01, Left
770, 250637, 244.76, Right
771, 241347, 235.69, Left
771, 243514, 237.80, Right
772, 244222, 238.49, Left
772, 250432, 244.56, Right
773, 228423, 223.06, Left
773, 237626, 232.05, Right
774, 223778, 218.53, Left
774, 228923, 223.55, Right
775, 224329, 219.07, Left
775, 234421, 228.92, Right
776, 226918, 221.59, Left
776, 235177, 229.66, Right
777, 234234, 228.74, Left
777, 237919, 232.34, Right
778, 241391, 235.73, Left
778, 249480, 243.63, Right
779, 240166, 234.53, Left
779, 253354, 247.41, Right
780, 246671, 240.88, Left
780, 264870, 258.66, Right
781, 250841, 244.96, Left
781, 254290, 248.33, Right
782, 241306, 235.65, Left
782, 260233, 254.13, Right
783, 245482, 239.72, Left
783, 261899, 255.76, Right
784, 257766, 251.72, Left
784, 254085, 248.12, Right
785, 250233, 244.36, Left
785, 266582, 260.33, Right
786, 254601, 248.63, Left
786, 265133, 258.91, Right
787, 254797, 248.82, Left
787, 253251, 247.31, Right
788, 252473, 246.55, Left
788, 250527, 244.65, Right
789, 240961, 235.31, Left
789, 239231, 233.62, Right
790, 232631, 227.17, Left
790, 229524, 224.14, Right
791, 222054, 216.84, Left
791, 218933, 213.80, Right
792, 230924, 225.51, Left
792, 224905, 219.63, Right
793, 229836, 224.44, Left
793, 232735, 227.28, Right
794, 255525, 249.53, Left
794, 236182, 230.64, Right
795, 249322, 243.47, Left
795, 256934, 250.91, Right
796, 273047, 266.64, Left
796, 279439, 272.88, Right
797, 283407, 276.76, Left
797, 284814, 278.13, Right
798, 267392, 261.12, Left
798, 271727, 265.35, Right
799, 274727, 268.28, Left
799, 281276, 274.68, Right
800, 268780, 262.48, Left
800, 273719, 267.30, Right
801, 266940, 260.68, Left
801, 274731, 268.29, Right
802, 262425, 256.27, Left
802, 283363, 276.72, Right
803, 267876, 261.59, Left
803, 271064, 264.71, Right
804, 271979, 265.60, Left
804, 281811, 275.20, Right
805, 271608, 265.24, Left
805, 288360, 281.60, Right
806, 264046, 257.85, Left
806, 273365, 266.95, Right
807, 270297, 263.96, Left
807, 281899, 275.29, Right
808, 270793, 264.44, Left
808, 286293, 279.58, Right
809, 273327, 266.92, Left
809, 283878, 277.22, Right
810, 258316, 252.26, Left
810, 262342, 256.19, Right
811, 257422, 251.38, Left
811, 265577, 259.35, Right
812, 250757, 244.87, Left
812, 272944, 266.54, Right
813, 264580, 258.37, Left
813, 265735, 259.50, Right
814, 260169, 254.07, Left
814, 273830, 267.41, Right
815, 268314, 262.02, Left
815, 283953, 277.29, Right
816, 266882, 260.62, Left
816, 273475, 267.06, Right
817, 283320, 276.67, Left
817, 294709, 287.80, Right
818, 295066, 288.15, Left
818, 313539, 306.19, Right
819, 266702, 260.45, Left
819, 280809, 274.22, Right
820, 274584, 268.14, Left
820, 290880, 284.06, Right
821, 285603, 278.90, Left
821, 307423, 300.21, Right
822, 283361, 276.71, Left
822, 290781, 283.96, Right
823, 279683, 273.12, Left
823, 302599, 295.50, Right
824, 281240, 274.64, Left
824, 308311, 301.08, Right
825, 283285, 276.64, Left
825, 294203, 287.30, Right
826, 285723, 279.02, Left
826, 300235, 293.19, Right
827, 258822, 252.75, Left
827, 287544, 280.80, Right
828, 271115, 264.76, Left
828, 269353, 263.04, Right
829, 263324, 257.15, Left
829, 282979, 276.34, Right
830, 275831, 269.36, Left
830, 288494, 281.73, Right
831, 287786, 281.04, Left
831, 301356, 294.29, Right
832, 281151, 274.56, Left
832, 276659, 270.17, Right
833, 262072, 255.92, Left
833, 280965, 274.37, Right
834, 264474, 258.27, Left
834, 263360, 257.18, Right
835, 267087, 260.82, Left
835, 279590, 273.03, Right
836, 252027, 246.12, Left
836, 262483, 256.33, Right
837, 260529, 254.42, Left
837, 271654, 265.28, Right
838, 256601, 250.58, Left
838, 280916, 274.33, Right
839, 267202, 260.93, Left
839, 267994, 261.71, Right
840, 259672, 253.58, Left
840, 292300, 285.44, Right
841, 288398, 281.63, Left
841, 293136, 286.26, Right
842, 286493, 279.77, Left
842, 307709, 300.49, Right
843, 299596, 292.57, Left
843, 311773, 304.46, Right
844, 316405, 308.98, Left
844, 326937, 319.27, Right
845, 313244, 305.90, Left
845, 330656, 322.90, Right
846, 293796, 286.91, Left
846, 307111, 299.91, Right
847, 296776, 289.82, Left
847, 318798, 311.32, Right
848, 275131, 268.68, Left
848, 303456, 296.34, Right
849, 280143, 273.57, Left
849, 293854, 286.96, Right
851, 328052, 320.36, Left
851, 350897, 342.67, Right
852, 330275, 322.53, Left
852, 357976, 349.58, Right
853, 325693, 318.05, Left
853, 334268, 326.43, Right
854, 291976, 285.13, Left
854, 316391, 308.97, Right
858, 346253, 338.13, Left
858, 362112, 353.62, Right
859, 320818, 313.29, Left
859, 346532, 338.41, Right
860, 324896, 317.28, Left
860, 331682, 323.90, Right
862, 317163, 309.72, Left
862, 340592, 332.60, Right
866, 353909, 345.61, Left
866, 372141, 363.41, Right
868, 361342, 352.87, Left
868, 379835, 370.93, Right
869, 358746, 350.33, Left
869, 377608, 368.75, Right
870, 359755, 351.32, Left
870, 379049, 370.16, Right
871, 342268, 334.24, Left
871, 359358, 350.93, Right
872, 341894, 333.88, Left
872, 358866, 350.45, Right
873, 292454, 285.59, Left
873, 306220, 299.04, Right
874, 286564, 279.84, Left
874, 302965, 295.86, Right
875, 285490, 278.79, Left
875, 283440, 276.79, Right
876, 279596, 273.04, Left
876, 288435, 281.67, Right
877, 266609, 260.36, Left
877, 271274, 264.91, Right
878, 265004, 258.79, Left
878, 276101, 269.62, Right
879, 258338, 252.28, Left
879, 270414, 264.07, Right
880, 263659, 257.47, Left
880, 274718, 268.27, Right
881, 252957, 247.02, Left
881, 261870, 255.73, Right
882, 272657, 266.26, Left
882, 284039, 277.38, Right
883, 274539, 268.10, Left
883, 285544, 278.85, Right
884, 275356, 268.90, Left
884, 285097, 278.41, Right
885, 280981, 274.39, Left
885, 287641, 280.89, Right
886, 284338, 277.67, Left
886, 309519, 302.26, Right
887, 302455, 295.36, Left
887, 308071, 300.85, Right
888, 274907, 268.46, Left
888, 291055, 284.23, Right
892, 298107, 291.12, Left
892, 313636, 306.28, Right
897, 341833, 333.82, Left
897, 356437, 348.08, Right
900, 275250, 268.79, Left
900, 281504, 274.90, Right
904, 302372, 295.28, Left
904, 316164, 308.75, Right
909, 348152, 339.99, Left
909, 367423, 358.81, Right
913, 327823, 320.13, Left
913, 331233, 323.46, Right
917, 272676, 266.28, Left
917, 274073, 267.64, Right
921, 231179, 225.76, Left
921, 235646, 230.12, Right
926, 302978, 295.87, Left
926, 312339, 305.01, Right
931, 296365, 289.41, Left
931, 300960, 293.90, Right
936, 284752, 278.07, Left
936, 285565, 278.87, Right
940, 296665, 289.71, Left
940, 304801, 297.65, Right
945, 300442, 293.40, Left
945, 320993, 313.46, Right
950, 234732, 229.23, Left
950, 236490, 230.94, Right
954, 322986, 315.41, Left
954, 337253, 329.34, Right
958, 354552, 346.24, Left
958, 359295, 350.87, Right
962, 351039, 342.81, Left
962, 346822, 338.69, Right
963, 323065, 315.49, Left
963, 333496, 325.67, Right
965, 317897, 310.44, Left
965, 335959, 328.08, Right
966, 262707, 256.54, Left
966, 290279, 283.47, Right
967, 329586, 321.86, Left
967, 340807, 332.81, Right
971, 376478, 367.65, Left
971, 390248, 381.10, Right
973, 386901, 377.83, Left
973, 419050, 409.22, Right
975, 379534, 370.63, Left
975, 408455, 398.88, Right
976, 368829, 360.18, Left
976, 390547, 381.39, Right
978, 358025, 349.63, Left
978, 372038, 363.31, Right
982, 374733, 365.95, Left
982, 399614, 390.24, Right
983, 375526, 366.72, Left
983, 396793, 387.49, Right
984, 369872, 361.20, Left
984, 390790, 381.63, Right
985, 364168, 355.63, Left
985, 382503, 373.53, Right
986, 373743, 364.98, Left
986, 385208, 376.17, Right
987, 356671, 348.31, Left
987, 378180, 369.31, Right
988, 322696, 315.13, Left
988, 335992, 328.11, Right
989, 291909, 285.06, Left
989, 306924, 299.73, Right
990, 252504, 246.58, Left
990, 258314, 252.25, Right
991, 262459, 256.30, Left
991, 268987, 262.68, Right
992, 249384, 243.53, Left
992, 257179, 251.15, Right
993, 248270, 242.45, Left
993, 257039, 251.01, Right
994, 260336, 254.23, Left
994, 269742, 263.41, Right
995, 266045, 259.80, Left
995, 271820, 265.44, Right
996, 263320, 257.14, Left
996, 271045, 264.69, Right
997, 261106, 254.98, Left
997, 269665, 263.34, Right
998, 267309, 261.04, Left
998, 274223, 267.79, Right
999, 250799, 244.92, Left
999, 264004, 257.81, Right
1000, 232967, 227.50, Left
1000, 241546, 235.88, Right
1001, 238218, 232.63, Left
1001, 234213, 228.72, Right
1002, 235679, 230.15, Left
1002, 243148, 237.44, Right
1003, 243049, 237.35, Left
1003, 243581, 237.87, Right
1004, 251558, 245.66, Left
1004, 256273, 250.26, Right
1005, 250789, 244.91, Left
1005, 261463, 255.33, Right
1006, 246470, 240.69, Left
1006, 268207, 261.92, Right
1007, 253811, 247.86, Left
1007, 255568, 249.57, Right
1008, 250971, 245.08, Left
1008, 266629, 260.37, Right
1009, 245702, 239.94, Left
1009, 256494, 250.48, Right
1010, 273619, 267.20, Left
1010, 284737, 278.06, Right
1011, 265164, 258.94, Left
1011, 295976, 289.03, Right
1012, 259257, 253.18, Left
1012, 280589, 274.01, Right
1013, 248702, 242.87, Left
1013, 270186, 263.85, Right
1014, 259224, 253.14, Left
1014, 269814, 263.49, Right
1015, 253413, 247.47, Left
1015, 257677, 251.63, Right
1016, 245355, 239.60, Left
1016, 243121, 237.42, Right
1017, 241847, 236.17, Left
1017, 255865, 249.86, Right
1018, 258663, 252.60, Left
1018, 264063, 257.87, Right
1019, 270612, 264.26, Left
1019, 280346, 273.77, Right
1020, 278812, 272.27, Left
1020, 286504, 279.78, Right
1021, 295722, 288.79, Left
1021, 304805, 297.66, Right
1022, 273288, 266.88, Left
1022, 272575, 266.18, Right
1023, 263391, 257.21, Left
1023, 278222, 271.70, Right
1024, 245163, 239.41, Left
1024, 253931, 247.97, Right
1025, 241943, 236.27, Left
1025, 244523, 238.79, Right
1026, 233443, 227.97, Left
1026, 243559, 237.85, Right
1030, 286277, 279.56, Left
1030, 299540, 292.51, Right
1034, 287231, 280.49, Left
1034, 300317, 293.27, Right
1035, 276837, 270.34, Left
1035, 294127, 287.23, Right
1036, 250326, 244.45, Left
1036, 260598, 254.49, Right
1037, 243122, 237.42, Left
1037, 258752, 252.68, Right
1038, 237275, 231.71, Left
1038, 248808, 242.97, Right
1039, 221695, 216.49, Left
1039, 232217, 226.77, Right
1040, 231815, 226.38, Left
1040, 233358, 227.88, Right
1041, 245994, 240.22, Left
1041, 237328, 231.76, Right
1043, 266108, 259.87, Left
1043, 279823, 273.26, Right
1049, 281452, 274.85, Left
1049, 284907, 278.22, Right
1051, 268688, 262.39, Left
1051, 270231, 263.89, Right
1052, 272576, 266.18, Left
1052, 272578, 266.18, Right
1053, 266842, 260.58, Left
1053, 261129, 255.00, Right
1054, 238082, 232.50, Left
1054, 226250, 220.94, Right
1055, 226548, 221.23, Left
1055, 228905, 223.54, Right
1056, 213341, 208.34, Left
1056, 217646, 212.54, Right
1057, 240780, 235.13, Left
1057, 241813, 236.14, Right
1058, 257324, 251.29, Left
1058, 268314, 262.02, Right
1059, 265186, 258.97, Left
1059, 270122, 263.79, Right
1060, 269090, 262.78, Left
1060, 275078, 268.63, Right
1061, 254595, 248.62, Left
1061, 259420, 253.33, Right
1062, 274690, 268.25, Left
1062, 282854, 276.22, Right
1063, 298614, 291.61, Left
1063, 305817, 298.64, Right
1067, 304564, 297.42, Left
1067, 314476, 307.10, Right
1068, 294717, 287.80, Left
1068, 302559, 295.46, Right
